file,target_0,target_1,output_0_0,output_0_1,output_0_2,output_0_3,output_0_4,output_0_5,output_0_6,output_0_7,output_0_8,output_0_9,output_0_10,output_0_11,output_0_12,output_0_13,output_0_14,output_0_15,output_0_16,output_0_17,output_0_18,output_0_19,output_0_20,output_0_21,output_0_22,output_0_23,output_0_24,output_0_25,output_0_26,output_0_27,output_0_28,output_0_29,output_0_30,output_0_31,output_0_32,output_0_33,output_0_34,output_0_35,output_0_36,output_0_37,output_0_38,output_0_39,output_0_40,output_0_41,output_0_42,output_0_43,output_0_44,output_0_45,output_0_46,output_0_47,output_0_48,output_0_49,output_0_50,output_0_51,output_0_52,output_0_53,output_0_54,output_0_55,output_0_56,output_0_57,output_0_58,output_0_59,output_0_60,output_0_61,output_0_62,output_0_63,output_1_0,output_1_1,output_1_2,output_1_3,output_1_4,output_1_5,output_1_6,output_1_7,output_1_8,output_1_9,output_1_10,output_1_11,output_1_12,output_1_13,output_1_14,output_1_15,output_1_16,output_1_17,output_1_18,output_1_19,output_1_20,output_1_21,output_1_22,output_1_23,output_1_24,output_1_25,output_1_26,output_1_27,output_1_28,output_1_29,output_1_30,output_1_31,output_1_32,output_1_33,output_1_34,output_1_35,output_1_36,output_1_37,output_1_38,output_1_39,output_1_40,output_1_41,output_1_42,output_1_43,output_1_44,output_1_45,output_1_46,output_1_47,output_1_48,output_1_49,output_1_50,output_1_51,output_1_52,output_1_53,output_1_54,output_1_55,output_1_56,output_1_57,output_1_58,output_1_59,output_1_60,output_1_61,output_1_62,output_1_63
TR_3796.csv,6,6,-0.4929719,0.21204889,0.6874393,-0.7212559,-0.28974918,0.01263045,-0.23680095,0.09437797,0.17043048,-0.18173163,0.015454778,-0.014105156,-0.08473623,-0.4829187,-0.19369346,0.81552535,-0.8507193,-0.4414067,-0.18118441,-0.003602557,-0.014206232,0.6708207,0.2448366,0.04745956,0.6278037,0.11162291,-0.010078124,0.34572187,-0.0036881715,0.14724283,-0.40023306,-0.0041114665,0.822455,-0.45137933,-0.6532922,0.22022983,0.44369933,0.92898494,0.2259061,-0.34616715,-0.5147982,-0.7076657,-0.28041837,0.32529593,-0.6508959,-0.06495474,0.103124574,0.72570306,0.3535915,-0.5720002,-0.29947194,0.7075759,-0.35502535,-0.16218042,-0.036575288,0.22728884,0.03924305,-0.8818278,0.25146168,0.66693234,-0.56139404,0.49930406,0.5462965,-0.39145795,0.6510281,-0.868712,-0.32546923,0.8207881,0.75910485,0.2579184,0.0376056,-0.58809954,-0.6727602,0.2695163,-0.8307725,-0.61791074,-0.47394156,0.122451104,-0.88095963,-0.50069416,-0.5195305,-0.89664686,-0.46358183,0.96833926,-0.626878,0.9208662,-0.84493446,-0.81214005,-0.40327534,0.7806788,-0.7150832,0.91873294,0.7191703,0.9195899,0.88942105,-0.67000115,0.5776665,0.7119192,-0.09870691,0.05405824,-0.04774463,-0.8989961,0.8755206,-0.83789915,0.19913638,0.7096912,0.1713896,0.9300588,-0.59681857,0.9271346,0.8701048,-0.7263313,0.8493275,-0.6744948,-0.2558949,-0.79168963,-0.88033867,0.86758363,0.89989394,-0.95492166,-0.41702056,0.9258927,0.32689664,-0.007708283,0.15366164,-0.411832,-0.9469523,0.94756806
TR_3806.csv,7,5,0.21850497,-0.47527057,0.8271812,-0.384796,-0.68516034,0.32261416,0.08901332,-0.25190353,0.9621475,-0.14988695,0.86276054,0.30679882,0.9537017,0.5522029,0.5946691,0.82408553,-0.8651793,-0.64691246,-0.65178525,0.28102487,-0.7509102,0.64998746,0.5473758,-0.029996537,-0.50885683,-0.97572416,0.3789064,-0.6766478,-0.87799275,-0.5702304,-0.17890199,0.7604374,-0.080372214,-0.017355913,-0.64207214,0.40834126,-0.68185383,0.8907456,-0.6399457,0.25774056,-0.62531596,-0.1150167,0.49697024,-0.7641687,0.047219004,-0.50421345,0.85788745,0.8917794,0.9530685,-0.29056513,-0.7233186,0.9323702,0.097268716,-0.5701787,0.14323439,0.6155105,-0.52299446,-0.75940794,0.7796141,0.5382339,-0.63687116,-0.1712447,0.8829704,0.14773542,0.48969573,-0.77372825,-0.5243889,0.8145545,0.8622124,0.077401094,0.26533535,-0.33285302,0.03246941,0.5906308,-0.7877101,-0.25310612,-0.3572301,-0.05146861,-0.76049477,-0.27599886,-0.58886033,-0.8175189,-0.40068403,0.9526414,-0.68647045,0.72198504,-0.85533124,-0.57272625,0.0127839,0.3794825,-0.8443229,0.8602597,0.5464874,0.65318185,0.8550444,-0.6727651,0.50271493,0.03881932,0.4023996,-0.7252725,-0.3275678,-0.8161688,0.7836604,-0.7327963,0.2536146,0.8399742,-0.08744834,0.88390404,-0.49195716,0.8052988,0.59503466,-0.5721884,0.51275605,-0.34011635,-0.2974695,-0.71305645,-0.8284464,0.85299796,0.5108428,-0.9033185,-0.6995702,0.87877506,0.33366284,-0.182227,-0.32733482,-0.060887795,-0.8360194,0.96147597
TR_3016.csv,8,6,0.2756973,-0.68950367,0.7085013,-0.75342417,-0.7489545,-0.12282427,0.39433482,-0.6123546,0.87427276,-0.08397511,0.79127973,-0.33303404,0.900926,0.8476912,0.1985842,0.8409271,-0.49623248,-0.2144988,-0.31678817,-0.14744939,-0.78917754,0.43572986,0.5779514,0.10920516,-0.10419506,-0.9940736,-0.103863455,-0.45542845,-0.5533894,-0.44692567,-0.049697496,0.80374056,-0.14078666,-0.0076983604,-0.5154706,-0.3203158,-0.0019479289,0.8451076,-0.59375596,-0.51134866,-0.7753709,-0.30312458,-0.16438091,-0.89370024,-0.088555105,-0.2914202,0.7490168,0.73104084,0.9584767,-0.04864316,-0.52650106,0.89855015,-0.41475934,0.31612378,-0.18040355,0.5668616,0.184917,-0.848236,0.86428624,-0.053433634,-0.7106234,-0.4806703,0.47704118,0.4791821,0.6429419,-0.8148232,-0.40527913,0.78772765,0.9058744,0.54278487,-0.03968925,-0.82893515,-0.36182976,0.7246872,-0.91407335,-0.7345543,-0.05016873,0.07578097,-0.786724,-0.6121681,-0.2427141,-0.75415653,0.45383853,0.97910196,-0.8773568,0.5812684,-0.94851995,-0.8107778,-0.13375495,0.7894624,-0.94942784,0.7845047,0.75585425,0.8615453,0.91956836,-0.77736276,0.7847727,0.46765396,-0.2574977,-0.31936276,-0.23983622,-0.78725207,0.76486886,-0.797014,0.8621352,0.58034533,0.4535177,0.87646323,-0.7176187,0.86641574,0.57496583,-0.6529037,0.5372002,-0.36743316,0.12344581,-0.83224535,-0.7509226,0.84486216,0.7538319,-0.96198016,-0.4009789,0.9794305,0.3134262,-0.648492,-0.13163853,-0.46695867,-0.942843,0.940907
TR_3022.csv,2,5,0.70271665,0.8412766,-0.25129858,-0.84649724,-0.28972626,-0.9056954,-0.97354466,-0.61285686,-0.17653857,0.1537134,-0.70866054,-0.8546155,0.4603,-0.004096913,-0.73881733,0.7649234,0.65640897,-0.1990191,0.7086652,-0.6706397,-0.19395284,-0.6502719,-0.81266856,0.92790323,0.8609591,0.46670943,-0.58941597,0.8258896,-0.50827855,0.22840226,0.4752073,-0.58278817,0.9536722,0.37711656,-0.75977993,-0.708364,0.7581787,0.71335393,0.84970677,-0.9647281,-0.4778512,-0.9665656,-0.921169,-0.1464873,-0.8998668,0.85892034,-0.3674236,0.48009074,-0.5748826,0.7093383,0.28696728,0.5194836,-0.8830245,0.6807981,-0.9296312,-0.55368716,0.4963099,-0.9451813,-0.50049853,-0.71949476,-0.5447344,-0.47766775,0.25076023,-0.8576323,0.86511785,-0.91428703,-0.04540021,0.8897299,0.9274079,0.69023365,-0.27426168,-0.8416705,-0.7794611,0.69025344,-0.9029402,-0.7969091,0.15510198,0.21933816,-0.8392373,-0.474657,0.20930018,-0.75018656,0.56010604,0.98610854,-0.8949246,0.64145976,-0.9542978,-0.9024845,-0.54605764,0.8751485,-0.8946809,0.81025064,0.88093185,0.9604797,0.8569569,-0.7956629,0.740918,0.8043141,-0.4172501,0.33784446,0.30756742,-0.88819265,0.9065007,-0.85310674,0.7843146,0.20167783,0.52825326,0.8617688,-0.72383523,0.9053298,0.8189289,-0.8617448,0.7403644,-0.7400879,0.3755054,-0.88152784,-0.72014934,0.8006539,0.8956381,-0.97975886,-0.080766894,0.990406,0.1317456,-0.76996493,0.42351392,-0.77697057,-0.9792715,0.9303344
TR_3538.csv,7,5,0.13978127,-0.8307247,0.7444248,-0.3991671,-0.7921533,-0.18118155,0.42096758,-0.03410439,0.97713673,-0.11164352,0.9542036,0.4453353,0.95251787,0.8332727,0.6676557,0.86054873,-0.6853302,-0.6147198,-0.48974234,-0.32122347,-0.7744437,0.6462113,0.45137763,-0.5899179,-0.85330343,-0.99505174,0.47296575,-0.721529,-0.9395959,-0.31615978,0.105594665,0.80848384,-0.64005995,-0.2727781,-0.48941895,0.5140592,-0.4852359,0.81240726,-0.807012,0.51691145,-0.50412446,0.009865496,0.72675896,-0.78199077,0.7366624,-0.6516547,0.83974534,0.87011635,0.97157705,-0.08278201,-0.87620604,0.9055245,-0.116391145,-0.6721911,0.56970835,0.07070642,-0.6956584,-0.41928536,0.8143323,0.71444505,-0.61554223,-0.07487522,0.92607474,0.72817105,-0.91473246,0.4811272,-0.5641362,0.102022134,-0.56415725,-0.6040861,0.59968525,0.9734718,0.9210081,-0.69248307,0.8713416,0.75284374,-0.93879426,-0.8882486,-0.46611732,0.34319967,-0.9667341,0.74214864,-0.9169796,-0.62144053,0.9658188,0.30593544,0.61693305,0.9187045,0.60460687,-0.7768013,0.7764132,0.47951043,-0.95348006,-0.90108865,-0.24454385,0.87295526,-0.8122291,-0.85254395,0.9953114,-0.96506053,-0.95432454,0.9518825,-0.0051120585,0.9583371,-0.88782007,0.769105,-0.68903345,-0.6275547,0.93540454,-0.7207878,-0.080879726,0.6875466,-0.55575216,0.96021044,-0.9427847,0.87816995,0.06781727,0.40050858,-0.9339806,0.72128004,-0.95864993,-0.9539757,0.8984452,0.7105869,-0.62475026,0.98915803,0.7691657,0.66588086
TR_3544.csv,9,4,-0.26484758,-0.3290869,0.84840745,-0.49016875,-0.83760095,0.30458647,0.1813119,0.2318295,0.90524435,-0.20520294,0.9127856,0.3234224,0.8992091,0.208321,0.55962,0.85896796,-0.89357835,-0.89184624,-0.7740947,0.7801617,-0.60614276,0.916508,0.42590865,-0.37700903,-0.70533025,-0.93594724,0.5828593,-0.78440624,-0.94239086,-0.61238116,-0.06299076,0.30873317,0.30724,-0.49632314,-0.75544125,0.667282,-0.8793631,0.95870435,-0.7973819,0.72805727,-0.6532374,-0.23481676,0.40573353,-0.7122428,-0.08988305,-0.7229841,0.38200638,0.92823476,0.9564598,-0.7494809,-0.6340142,0.96663076,0.6016891,-0.5959207,0.7558575,0.74357134,-0.8227468,-0.9310012,0.7602223,0.84545326,-0.8061578,0.5438267,0.96539134,0.21302098,-0.74171644,0.4207587,-0.344799,-0.3632784,-0.76418304,-0.40699947,0.44367057,0.83882797,0.70949256,-0.6475361,0.6526238,0.26723418,-0.79817414,-0.70269424,-0.25452513,0.54298025,-0.84313595,0.32085383,-0.6744759,-0.76623076,0.9085615,0.2076595,0.3203201,0.770563,0.48301494,-0.6210636,0.8144792,0.245669,-0.86867154,-0.79723656,-0.09273548,0.7012046,-0.33049512,-0.22879243,0.90019274,-0.74961245,-0.8952753,0.9285833,-0.06862976,0.9079118,-0.6568446,0.55788463,-0.15695871,-0.69791263,0.71530837,-0.49252078,-0.20934165,0.6869007,-0.41915312,0.92692184,-0.7354876,0.86592805,-0.07621594,0.060676068,-0.79633945,0.32967645,-0.78729385,-0.6865392,0.8172646,0.7193709,-0.58441263,0.91696775,0.37006387,0.2696105
TR_2736.csv,1,6,0.71697986,0.85375535,0.16909944,-0.8825048,-0.6933811,-0.95754164,-0.88353115,-0.66860217,0.3581552,0.9288433,-0.9120564,-0.9873639,0.1946008,0.74971384,-0.937049,0.95899785,0.5624742,0.24374469,0.8045394,-0.77602214,-0.7222489,-0.74583936,-0.78954643,0.6896796,0.9035851,0.8154189,-0.7316513,0.7333595,-0.39541465,0.8300819,0.58232206,-0.74574655,0.9844259,0.45067376,-0.94736713,-0.6988326,0.95457053,0.93846357,0.92696196,-0.9561864,-0.8458135,-0.90085495,-0.892192,-0.24370238,-0.9104225,0.7924858,-0.9081719,0.73479307,-0.24711476,-0.20366643,0.8632454,0.80103546,-0.9369533,0.7503977,-0.8444831,-0.84751886,0.7816866,-0.9118475,-0.7496949,-0.7166247,-0.92882586,-0.4291617,0.5934482,-0.94711006,0.8955765,-0.8701121,-0.47943184,0.6978261,0.9136007,0.72404516,0.40059307,-0.62863654,-0.8936573,0.40336058,-0.8626163,0.09574429,0.3394433,0.06836352,-0.96256995,-0.63281095,-0.22765957,-0.64092815,-0.6136023,0.9772866,-0.7255738,0.9205448,-0.86686045,-0.9381555,-0.7425391,0.5966762,-0.869099,0.7385363,0.55008274,0.9100326,0.8780195,-0.8043225,0.35469404,0.28033453,-0.23025554,-0.17153303,-0.012745231,-0.91996086,0.91158956,-0.85143167,0.15692407,0.876775,-0.11770015,0.97060823,-0.47732064,0.93595934,0.8251286,-0.79380023,0.7810384,-0.7843808,0.25464454,-0.9574588,-0.9594525,0.89702374,0.49256623,-0.95752984,-0.6215231,0.9499948,0.11606306,0.046709634,0.49693403,-0.33542186,-0.9426585,0.8913187
TR_3800.csv,8,7,-0.038500957,-0.74732983,0.70762885,-0.28806773,0.2903716,-0.33858252,0.33773285,-0.6108276,0.8045881,-0.65586317,0.56833756,0.53300786,0.90177125,-0.26193875,0.40693873,0.121718794,0.029831316,0.36474887,-0.3130207,-0.12787272,-0.06381757,0.7295257,0.31261346,0.22038555,-0.73146677,-0.9545194,0.14323793,0.072422035,-0.14344405,-0.7015054,0.34037358,0.13689405,-0.22582754,-4.960969e-05,0.024918076,0.001236204,0.3281897,0.69981515,-0.7339354,-0.1792326,0.1320711,-0.3406968,0.21502572,-0.23375319,0.3815199,-0.08080281,0.523033,0.74627304,0.82881635,0.39960012,-0.40499505,0.16112243,-0.41125384,0.031493537,0.23211908,0.48494792,-0.31886774,0.0013203323,0.8712669,0.39945188,-0.49728373,0.107470304,0.23791921,-0.44518933,0.8013776,-0.93825746,-0.3914261,0.92045075,0.92419356,0.5751148,-0.2466452,-0.83572006,-0.72300386,0.5777082,-0.9712872,-0.80172145,-0.19806069,0.24230087,-0.9436547,-0.5223583,-0.48369098,-0.84813553,-0.00871763,0.9909972,-0.8974302,0.8745875,-0.975589,-0.8966404,-0.29278412,0.8512722,-0.947948,0.92750627,0.827763,0.96463406,0.96542627,-0.8759653,0.8288823,0.8058393,-0.17604241,0.071894,0.07018863,-0.9237212,0.85129595,-0.87465507,0.7173226,0.7890768,0.5017571,0.92592216,-0.81697226,0.96404403,0.9130167,-0.8494804,0.8932728,-0.7058494,0.123730935,-0.88623327,-0.92989105,0.9246738,0.8683542,-0.98169935,-0.40484744,0.9874204,0.37048492,-0.5820483,0.013930405,-0.5604541,-0.9592109,0.9737611
TR_3392.csv,6,4,0.11883412,-0.58060765,0.76783025,-0.0542404,-0.619765,0.122916296,0.32719308,0.112668395,0.91088516,-0.22900712,0.9514608,0.5684576,0.91808885,0.5106984,0.7279584,0.7654193,-0.90632457,-0.71838677,-0.6288002,0.61613935,-0.6245876,0.8792422,0.52544504,-0.39558783,-0.90323466,-0.9840672,0.36609983,-0.84063417,-0.87186795,-0.5640028,0.0789798,0.7303479,-0.39983648,-0.38194388,-0.29992864,0.7367975,-0.774798,0.8534687,-0.87119603,0.6753478,-0.24714786,-0.089654736,0.62832004,-0.7932575,0.42634887,-0.7378465,0.77056646,0.7809573,0.95620394,-0.43787032,-0.8614171,0.9398592,0.5050224,-0.63756937,0.5781889,0.5374042,-0.8168227,-0.57899725,0.6830075,0.6770806,-0.5271646,-0.13207419,0.9479162,0.47229326,-0.7729753,0.14029908,-0.3864831,0.12599275,-0.592212,-0.60018164,0.61926866,0.94821894,0.77931434,-0.65016586,0.8976645,0.7431692,-0.895933,-0.84412116,-0.10679008,0.82262874,-0.82532257,0.56973964,-0.810024,-0.65749,0.953162,0.20870216,0.6325305,0.87838966,0.51263267,-0.9334892,0.9334001,0.3349192,-0.9196881,-0.8814286,-0.58797544,0.8909498,-0.76047826,-0.5760023,0.9709071,-0.8533148,-0.6998016,0.94401544,0.31991822,0.9427888,-0.91155094,0.09280906,-0.6728783,-0.7698478,0.80616754,-0.6678291,-0.3846419,0.70266443,-0.5964506,0.9312761,-0.87834024,0.84362024,-0.07846887,0.17682616,-0.92397064,0.5686675,-0.7670513,-0.7304078,0.57888687,0.7503343,-0.66566896,0.9795815,0.69393706,-0.17909454
TR_3400.csv,7,4,-0.13759342,-0.464267,0.80771136,-0.5395471,-0.80142015,0.084056854,0.19492282,-0.13272136,0.9233349,-0.50263137,0.80165094,0.48075694,0.92407733,0.49300233,0.4917447,0.8479732,-0.80108446,-0.8253931,-0.6231043,0.53699183,-0.5253833,0.83206344,0.5163869,-0.29785162,-0.661472,-0.9740004,0.45784545,-0.5581244,-0.8901895,-0.6584401,-0.11470302,0.34406155,0.23210925,-0.557206,-0.6899946,0.2982109,-0.75171655,0.9589924,-0.73421377,0.29725057,-0.71301717,-0.41462207,0.35942605,-0.5466086,-0.12103988,-0.5006731,0.42431086,0.9109195,0.94360405,-0.58776885,-0.6557199,0.9104232,0.42130655,-0.3136378,0.6393044,0.66760606,-0.6535677,-0.8996423,0.7826334,0.7335249,-0.8109374,0.42606142,0.90445083,-0.014210453,-0.944243,0.83051187,-0.433027,-0.67081064,-0.94554615,-0.7625133,0.6710773,0.99248815,0.97011274,-0.8695877,0.9767114,0.8738833,-0.9737227,-0.88087755,-0.30584463,0.60031664,-0.9875558,0.6001143,-0.9738463,-0.92577446,0.99585027,0.3574389,0.8779816,0.9902542,0.74759233,-0.9435155,0.96829134,0.25543058,-0.9878957,-0.98712915,-0.43366733,0.94879395,-0.7566838,-0.8165963,0.9964433,-0.9795889,-0.98814654,0.99504817,-0.18337649,0.9874443,-0.9658598,0.78453976,-0.8416677,-0.7930462,0.9849983,-0.8886645,-0.29581463,0.9173122,-0.8531838,0.9961205,-0.974125,0.9850088,0.22559062,0.2110062,-0.9817679,0.7201687,-0.97680193,-0.96656215,0.8840788,0.961248,-0.86544436,0.9981204,0.8633242,0.14403501
