file,target_0,target_1,output_0_0,output_0_1,output_0_2,output_0_3,output_0_4,output_0_5,output_0_6,output_0_7,output_0_8,output_0_9,output_0_10,output_0_11,output_0_12,output_0_13,output_0_14,output_0_15,output_0_16,output_0_17,output_0_18,output_0_19,output_0_20,output_0_21,output_0_22,output_0_23,output_0_24,output_0_25,output_0_26,output_0_27,output_0_28,output_0_29,output_0_30,output_0_31,output_0_32,output_0_33,output_0_34,output_0_35,output_0_36,output_0_37,output_0_38,output_0_39,output_0_40,output_0_41,output_0_42,output_0_43,output_0_44,output_0_45,output_0_46,output_0_47,output_0_48,output_0_49,output_0_50,output_0_51,output_0_52,output_0_53,output_0_54,output_0_55,output_0_56,output_0_57,output_0_58,output_0_59,output_0_60,output_0_61,output_0_62,output_0_63,output_1_0,output_1_1,output_1_2,output_1_3,output_1_4,output_1_5,output_1_6,output_1_7,output_1_8,output_1_9,output_1_10,output_1_11,output_1_12,output_1_13,output_1_14,output_1_15,output_1_16,output_1_17,output_1_18,output_1_19,output_1_20,output_1_21,output_1_22,output_1_23,output_1_24,output_1_25,output_1_26,output_1_27,output_1_28,output_1_29,output_1_30,output_1_31,output_1_32,output_1_33,output_1_34,output_1_35,output_1_36,output_1_37,output_1_38,output_1_39,output_1_40,output_1_41,output_1_42,output_1_43,output_1_44,output_1_45,output_1_46,output_1_47,output_1_48,output_1_49,output_1_50,output_1_51,output_1_52,output_1_53,output_1_54,output_1_55,output_1_56,output_1_57,output_1_58,output_1_59,output_1_60,output_1_61,output_1_62,output_1_63
DV_294.csv,5,4,-0.1418405,-0.77014375,-0.7880976,0.76999384,0.9608868,0.3914424,-0.912599,0.90003234,0.41960993,-0.9300906,0.7387078,-0.9412249,-0.8482026,-0.90019345,0.6715664,0.70395535,0.024679264,-0.9234542,0.8747857,0.94363946,-0.121349044,0.91676575,-0.75966024,-0.5199834,-0.16939859,0.8423016,-0.5515072,-0.39218462,0.9005206,0.23971184,-0.33050057,0.6153014,-0.89931476,-0.7082856,0.5451539,0.878431,-0.90662587,0.8320106,-0.746036,0.023496024,-0.7142805,0.49311695,0.44902313,0.89048344,-0.6058426,0.8653068,0.624599,-0.66409975,0.8784436,0.553238,0.7938853,0.80938965,-0.6059096,-0.61390257,-0.9294416,-0.65739524,-0.748344,-0.30850214,0.8579526,0.6330227,-0.89236325,-0.848736,-0.95524126,0.97443616,0.108839884,0.5370715,0.38205242,0.26360938,-0.06354653,-0.48707786,0.026640765,-0.4276506,0.0038663838,0.061837636,-0.5338847,-0.34887308,0.08595438,-0.5367732,0.32544172,0.11680239,-0.25360286,-0.07256079,0.19716504,0.18100892,-0.12641881,0.38431206,-0.60632265,0.12202862,-0.060081676,0.62038696,0.43307787,0.20372272,-0.0175208,-0.392723,-0.16794565,-0.31876457,0.2878499,0.049137257,0.35555407,-0.14732,0.6349351,-0.16406882,0.23758604,0.17611457,0.33249617,-0.017622104,0.3585686,0.18049765,-0.406467,0.41344824,0.30457056,0.094230965,0.18870455,0.09244604,-0.29794347,0.45688432,-0.026634548,-0.045387544,0.62415606,0.2856553,-0.4720655,-0.118234,0.16653877,0.7063569,-0.124054044,-0.024184199,0.22012842,0.190071
DV_2372.csv,5,3,-0.8880275,-0.85166854,-0.8942426,0.85511774,0.91001815,-0.7327981,-0.8887206,0.9031389,0.08310859,-0.95233685,0.6519899,-0.86001855,-0.9276319,-0.95561486,0.9461794,0.70351094,0.1219599,-0.96287656,0.877726,0.9490832,0.70906305,0.9439677,-0.62840104,-0.7136742,0.83746195,0.9214419,-0.08722495,0.45838037,0.93802893,-0.2422318,0.72924316,0.7061957,-0.95338756,-0.7917901,0.3691909,0.92738235,-0.91518795,0.97124535,-0.5390829,0.42026258,-0.86153746,0.59001434,-0.44004062,0.85673165,-0.9262093,0.9264753,-0.7205394,-0.84121114,0.94196796,0.05775683,0.7749652,0.623094,-0.95172304,0.23064567,-0.98669463,-0.65580606,-0.0028378386,0.86180186,0.7206321,0.8439439,-0.91664386,-0.6962254,-0.96272093,0.95981586,-0.10843324,0.4018122,0.18665192,0.38008225,-0.11066901,-0.13969013,0.47913405,-0.5836671,0.026566565,0.013329599,-0.06506354,-0.45402348,0.15105863,-0.49126917,-0.0023200593,0.20988397,-0.3491667,-0.39378086,0.025161393,0.319171,-0.19090086,0.29193676,-0.64852816,-0.010182863,0.42544407,0.69939715,0.36321092,-0.30451906,-0.24128999,-0.07874934,-0.062675916,-0.27220023,0.4136885,0.009622127,0.46054584,0.52327484,0.6161254,-0.09042946,0.3131021,0.64556265,0.1295018,0.51491696,0.079130016,0.13154073,-0.36324018,0.4777479,0.15907489,0.011339831,0.36573228,-0.36533105,-0.0568486,0.18787102,0.4432831,0.22329032,0.6972582,0.21685174,-0.29491174,-0.30121288,0.25414756,0.13058321,-0.33835065,-0.030243678,0.6315645,0.22380607
DV_262.csv,1,5,-0.47843277,0.48467925,0.90556943,-0.67936,-0.7234121,-0.7658833,0.86489356,-0.94320774,-0.53226256,0.8551425,-0.8387878,0.7812842,0.40938535,0.8841289,0.21321222,-0.93292624,0.8830169,0.88089824,-0.6433331,-0.52261615,0.7447709,-0.8795589,0.8535965,-0.16567527,0.7774173,-0.88188213,0.92974436,0.75014025,-0.5440556,-0.85715294,0.9453629,-0.82933253,0.91281307,0.89433646,-0.9553725,-0.8236539,0.8853196,-0.7722002,0.9547904,0.86872673,0.4138682,-0.23154414,-0.9210758,-0.93766683,-0.5483112,-0.78186375,-0.88745886,-0.49299443,-0.89330006,-0.9353405,-0.9074439,-0.75510496,0.06919736,0.9819041,0.32520193,0.94352007,0.6803306,0.29603437,-0.86632496,-0.31472877,0.9230876,0.94859904,0.9185908,-0.82207495,-0.10980331,0.1527227,0.08738469,0.0878433,-0.08139925,-0.4542083,-0.061159346,-0.69005585,-0.12650295,-0.19685248,-0.028413448,-0.065888576,-0.04001535,-0.36516866,0.1369435,-0.10359869,0.0023554638,0.09748092,0.01815746,-0.08816487,0.038873725,0.43600127,-0.47090217,0.28169927,0.22079413,0.103399165,0.16716632,0.12931958,-0.07690536,0.066744216,0.040876187,-0.3462076,0.14875492,-0.033816874,0.31347495,0.17414945,0.3859761,-0.09841057,0.16908044,0.33296865,0.30243447,0.028349174,-0.017971177,0.104971014,0.008082554,0.05727783,-0.17069675,0.15855877,0.23335661,0.0385053,-0.13368157,0.08672084,0.271777,0.04625731,0.3515534,0.0086639915,0.122602776,-0.14444618,0.23154709,0.27898964,-0.08626858,0.29585806,0.4424138,-0.018690674
DV_2770.csv,8,6,0.021865768,-0.9434143,-0.76657766,0.43734542,0.8505025,0.41265473,-0.81995785,0.78204614,0.4148933,-0.89086235,0.54841316,-0.81013507,-0.7787866,-0.76016164,0.5821414,0.84897035,-0.40100768,-0.9226779,0.22638594,0.8637576,0.06470129,0.92699176,-0.41366172,-0.35569146,-0.51156664,0.83716685,-0.5304797,-0.7640031,0.7353945,-0.22872058,-0.31722373,0.51150143,-0.73337406,-0.56191313,0.2667827,0.813483,-0.7777194,0.8371313,-0.6047346,-0.065770544,-0.124198556,-0.08485171,0.66040146,0.86129004,-0.24581584,0.89058995,0.63922304,-0.40004188,0.78720117,0.35231924,0.65899235,0.14206773,-0.63271904,-0.65496516,-0.9082407,-0.7303348,-0.77691853,-0.6318558,0.77820945,0.50865614,-0.93257916,-0.7089029,-0.90597427,0.9562593,0.00090105494,0.3004778,0.18874769,0.078014575,-0.014686114,-0.117654055,0.041659925,-0.28062153,0.07345816,0.009190986,-0.07547712,-0.28921536,-0.08810834,-0.22820595,0.11341879,-0.025791666,0.030812217,-0.022802964,-0.010567374,-0.024564119,-0.00042170731,0.12340159,0.002230943,0.03756483,-0.18942294,0.032192368,-0.015080587,0.041511476,-0.040105183,0.16664127,0.066311814,0.022587912,0.0007134302,0.12893976,-0.10586115,-0.03783954,0.040684942,-0.09118201,0.071661346,0.05854528,0.21413295,0.07733914,0.0920209,0.22075428,0.16709219,0.09027143,0.07378274,0.07959332,0.16226633,0.2693874,-0.08305188,-0.14445986,0.04536358,-0.056272198,0.13951641,0.063216686,-0.045995336,-0.009918485,-0.21753404,0.17780131,-0.052978802,0.024768736,0.01568513,0.004054518
DV_1706.csv,3,5,-0.4723672,-0.8700337,-0.81150097,0.69206554,0.88205063,-0.31220016,-0.82742184,0.8898569,0.19137925,-0.8522915,0.5606924,-0.72432804,-0.87075484,-0.8742194,0.85116076,0.74087614,0.06003199,-0.9040404,0.69695216,0.9175415,0.30927303,0.8809156,-0.56226116,-0.4911905,0.2408834,0.80753374,-0.24666207,0.25188717,0.8539694,-0.24002817,0.19491944,0.6339792,-0.82576054,-0.69719166,0.3132617,0.88968605,-0.86031365,0.9018629,-0.45423117,0.19954161,-0.6215309,0.43030435,0.20173395,0.77743673,-0.79068094,0.80940884,-0.043904804,-0.7222361,0.86324346,0.29448497,0.66811115,0.52702403,-0.84957814,-0.19207588,-0.9291995,-0.6648692,-0.505836,0.4560273,0.6613655,0.64521784,-0.89013207,-0.74675244,-0.9086631,0.90983665,0.028045578,0.48863497,0.30622795,0.56096876,0.0022612382,-0.09966864,0.48544255,-0.7109014,-0.22472487,-0.12157442,-0.010285107,-0.58195305,0.00028503686,-0.7227581,-0.05545479,0.3317737,-0.30667937,-0.16202986,-0.23237835,0.20150831,-0.4071655,0.17994815,-0.65160954,-0.047362644,0.24327394,0.5938075,0.43038118,-0.40210283,-0.030483486,0.101821706,-0.14885822,-0.27125984,0.7072218,0.4046925,0.056939606,0.68639606,0.7355576,0.004960725,0.66779655,0.52122074,0.14361268,0.4547701,0.06977024,0.14151704,-0.32656118,0.4871864,-0.19851756,0.061092407,0.24334791,-0.31441453,-0.08011788,0.24385813,0.20365462,0.30719084,0.57426655,-0.11815189,-0.5734008,-0.065316536,0.20408688,0.051299166,-0.35564154,-0.18948434,0.71125025,0.03624189
DV_940.csv,3,4,-0.25121653,-0.75065106,-0.75684214,0.6227516,0.74542433,-0.16141102,-0.6227053,0.6796119,0.1717577,-0.8616865,0.25135636,-0.50925577,-0.65511274,-0.72989386,0.8203943,0.65775245,-0.046853516,-0.7950498,0.3940463,0.8197688,0.028562114,0.86550105,-0.25580424,-0.49766734,0.15643431,0.68079036,-0.33881316,0.11547649,0.7192356,-0.30733818,0.33779374,0.4071312,-0.74219704,-0.5430608,0.29519507,0.7596932,-0.7280592,0.7699065,-0.10091748,0.21635798,-0.55259013,0.15739743,0.035270568,0.66157305,-0.5666588,0.7948824,-0.2926452,-0.6844538,0.6959401,0.23659408,0.26889774,0.402672,-0.63584995,-0.21754871,-0.89808416,-0.5415491,-0.39291432,0.3919482,0.5888777,0.37501892,-0.79459685,-0.4224508,-0.84463745,0.8706789,0.08270459,-0.31145617,0.1539826,0.45556647,-0.009666415,0.07170166,0.35898075,-0.24107769,-0.060645465,-0.34776488,-0.26053917,-0.15802684,-0.403215,-0.12737875,0.33963424,-0.43830436,-0.3592081,0.06509731,0.16645262,-0.13821004,-0.08704214,0.42117816,-0.42581755,-0.09677894,-0.26079127,0.07830013,0.3500175,0.1807285,0.363004,0.010444818,-0.34827587,-0.2547552,0.33879223,-0.29058623,-0.429251,0.28383106,0.1566354,-0.100961566,0.40035203,0.22126052,0.004570855,0.12208992,-0.13692299,0.39590335,-0.48059687,-0.11761982,0.18395345,-0.121864855,0.08294236,-0.029411912,-0.2893982,-0.2328257,0.38196513,-0.32334095,0.45782077,-0.28097892,0.07704542,0.035845242,0.33546627,-0.4482538,-0.19276428,0.17876557,-0.010018739,-0.49331397
DV_3546.csv,2,4,-0.80139726,-0.853152,-0.88409954,0.8245799,0.87708426,-0.5279687,-0.8308747,0.86354166,0.013873536,-0.9181468,0.51376486,-0.8528574,-0.8930693,-0.8914512,0.90453184,0.7106042,0.26988634,-0.92939633,0.8734832,0.9222552,0.62271804,0.9179305,-0.6240304,-0.5691157,0.6152099,0.8613169,0.11130772,0.3461967,0.8874949,-0.15443128,0.52709687,0.6275559,-0.8947474,-0.7746619,0.4677298,0.8977208,-0.8947832,0.9257063,-0.4808875,0.17124425,-0.7453547,0.49704432,-0.11057829,0.843082,-0.905926,0.8577168,-0.58850956,-0.7816432,0.92045647,0.1401852,0.7109619,0.64188,-0.92824864,-0.019568363,-0.9738234,-0.6511405,-0.37987533,0.7336032,0.70650935,0.8568578,-0.9032061,-0.6571376,-0.92126983,0.9329936,-0.07329398,0.40356496,0.17324735,0.09926737,0.014378941,-0.18669352,0.15231529,-0.49864104,0.10721837,0.15405056,-0.17176071,-0.29175267,0.006111445,-0.44859937,0.17886572,-0.04431518,-0.2192691,-0.03540466,-0.035776917,-0.057155553,-0.041464858,0.07259598,-0.09174657,0.09458764,-0.34665537,0.15549752,-0.008310992,0.1651318,-0.17591126,0.22558375,-0.038521994,-0.008456708,0.09037475,0.109364204,-0.034392174,0.037747737,0.13531575,-0.2835597,0.025230339,0.02128056,0.25730908,0.16269663,0.05952931,0.2051055,0.14087632,0.2560879,0.07694792,0.14059356,0.04398698,0.27439004,0.077903524,-0.047944624,0.07970693,0.014159632,0.15663789,0.089467295,-0.08564755,-0.040344197,-0.23564264,0.24938576,-0.16156106,-0.0367457,0.18663616,-0.03853852
DV_3020.csv,2,4,-0.56970114,-0.52506584,-0.79452294,0.17673588,0.60060614,-0.05719206,-0.3951627,0.668808,0.11759135,-0.66743284,0.2881436,-0.49798962,-0.5642279,-0.4234538,0.38842684,0.74070764,0.0008236617,-0.5995179,0.19590712,0.5794773,0.4873845,0.7530939,0.24819702,-0.55247706,0.05943652,0.5062553,-0.097232915,-0.23924989,0.38648015,-0.28378075,0.2703499,0.13710052,-0.66413087,-0.27912897,0.17074957,0.6525749,-0.45607978,0.71828866,-0.19218016,0.31555256,0.15369849,0.25677058,0.25837612,0.57007766,-0.45654714,0.71755624,-0.33313775,-0.4962065,0.6536275,-0.041448295,-0.12527463,0.10177188,-0.48670158,-0.031185478,-0.7676285,-0.49563164,-0.5287193,0.3523432,0.27542263,0.72108346,-0.65614337,-0.299853,-0.69113964,0.6851995,-0.17464302,0.095110975,0.099683695,-0.029106006,0.34604684,-0.2974786,0.23535137,-0.6281756,-0.24862982,0.058826238,-0.08268158,0.029257372,-0.43588042,-0.4677753,0.33970731,-0.2350591,-0.10527136,-0.06283866,-0.2235208,0.24924377,-0.02809048,-0.109542966,-0.15961128,0.2368635,0.08109336,0.14782105,0.15948914,-0.088912904,-0.37790766,0.27682796,-0.18998538,-0.38338482,0.41626954,0.17532304,-0.10210827,0.42278725,0.18471408,-0.07252198,0.13366137,0.09539281,0.13632335,0.16446581,-0.059804797,0.20968938,0.0549941,0.3903123,-0.19703215,0.03180152,0.06827635,-0.25307214,0.15972924,-0.31020883,0.10214889,0.40171778,0.40709305,-0.2724653,-0.0034302836,0.0367062,0.22114505,-0.051258564,-0.3471765,0.10001537,-0.10722116,-0.012179051
DV_2216.csv,4,5,-0.70246345,-0.81250495,-0.6954617,0.7468337,0.80711,-0.6204153,-0.59815913,0.838524,0.43902087,-0.73280346,0.36515492,-0.34524676,-0.9023549,-0.8331626,0.9256739,0.6926891,0.10609419,-0.85396534,0.7367229,0.91293347,0.26897,0.78913194,-0.4729714,-0.5948522,0.38136262,0.765551,0.1865423,0.6002447,0.81507576,-0.1564121,0.5291193,0.63356924,-0.79010814,-0.6138573,0.17523839,0.8475006,-0.6746254,0.8394619,-0.29005402,0.16745149,-0.6862462,0.5596849,-0.21910214,0.6208849,-0.90050733,0.66522425,-0.41345596,-0.80158347,0.7257981,0.35579616,0.69059306,0.2210111,-0.8927298,-0.12200248,-0.8845953,-0.5661316,-0.24057975,0.71393526,0.32282913,0.75440997,-0.87097156,-0.7447231,-0.7265708,0.8099279,-0.024141451,0.36054552,0.17011158,0.06311008,-0.014735671,-0.15063408,0.10440571,-0.32652915,0.1409643,0.06014254,-0.038168326,-0.23426275,-0.06708025,-0.28366846,0.051962845,-0.13292184,-0.038020954,-0.046711583,-0.02761674,-0.06119087,-0.0044876924,0.08261499,-0.020952867,0.025714908,-0.14036006,0.121281765,-0.028979907,0.05778908,-0.11515028,0.15843038,-0.0046642073,-0.053389788,0.048116654,0.10062879,-0.16489904,-0.03876619,0.08310307,-0.103488624,0.074807376,0.08571639,0.27442616,0.17740865,0.0081089195,0.2750261,0.17791082,0.21875632,0.05647258,0.14573184,0.18079631,0.23477204,0.0057829707,-0.08600752,0.0958726,0.017742371,0.1516318,0.12708136,-0.04672303,0.020544993,-0.20068935,0.23934327,-0.039977238,0.10362602,0.018695148,-0.021149773
DV_1562.csv,4,5,-0.7769032,0.78824675,0.95855683,-0.54297745,-0.86076325,-0.9539907,0.8794043,-0.97508276,-0.75199795,0.95581496,-0.89052266,0.8642675,0.6575931,0.9049802,-0.042121522,-0.99063075,0.95670915,0.929793,-0.10072938,-0.7896503,0.9088502,-0.9877497,0.69501114,-0.31511188,0.9226818,-0.8862914,0.98804325,0.9546037,-0.45269585,-0.7431192,0.9407295,-0.83022374,0.9495361,0.93492466,-0.97467965,-0.9029134,0.7981145,-0.97635585,0.96820796,0.91871077,-0.15308103,-0.04968068,-0.9825034,-0.96277946,-0.87385225,-0.92347145,-0.9729417,-0.12392433,-0.87249595,-0.9359016,-0.76538163,-0.69670206,-0.18237294,0.99520737,0.4650112,0.97782403,0.90793693,0.9302875,-0.854446,-0.15072212,0.9786653,0.9772163,0.98137236,-0.95912623,-0.22375797,0.18400796,0.13727465,-0.2885766,-0.0498279,-0.32785115,-0.3759423,-0.46614537,-0.21813613,-0.27155668,0.04109397,0.2127003,0.12863019,-0.4620296,0.07224232,0.38316178,0.28222403,-0.13862053,-0.08287992,-0.17264274,0.10497832,0.26796997,-0.04474458,0.37829792,0.17562982,-0.11138363,-0.22351098,-0.017549202,-0.20430487,0.10253343,0.3634462,-0.26365247,-0.50439304,0.12640189,0.49907526,-0.16681278,-0.0518065,-0.026255969,-0.09523947,0.029657183,0.1700584,-0.09882684,0.042699654,-0.24100257,0.5647601,0.015990859,-0.24812925,0.1381241,-0.04751671,0.51259327,0.12092456,-0.19094993,0.1795854,-0.14987598,0.07625327,0.25899634,-0.025167648,-0.09002226,0.09304394,-0.048807263,-0.48075917,-0.32627252,0.19373393,0.053577196
