file,target_0,target_1,output_0_0,output_0_1,output_0_2,output_0_3,output_0_4,output_0_5,output_0_6,output_0_7,output_0_8,output_0_9,output_0_10,output_0_11,output_0_12,output_0_13,output_0_14,output_0_15,output_0_16,output_0_17,output_0_18,output_0_19,output_0_20,output_0_21,output_0_22,output_0_23,output_0_24,output_0_25,output_0_26,output_0_27,output_0_28,output_0_29,output_0_30,output_0_31,output_0_32,output_0_33,output_0_34,output_0_35,output_0_36,output_0_37,output_0_38,output_0_39,output_0_40,output_0_41,output_0_42,output_0_43,output_0_44,output_0_45,output_0_46,output_0_47,output_0_48,output_0_49,output_0_50,output_0_51,output_0_52,output_0_53,output_0_54,output_0_55,output_0_56,output_0_57,output_0_58,output_0_59,output_0_60,output_0_61,output_0_62,output_0_63,output_1_0,output_1_1,output_1_2,output_1_3,output_1_4,output_1_5,output_1_6,output_1_7,output_1_8,output_1_9,output_1_10,output_1_11,output_1_12,output_1_13,output_1_14,output_1_15,output_1_16,output_1_17,output_1_18,output_1_19,output_1_20,output_1_21,output_1_22,output_1_23,output_1_24,output_1_25,output_1_26,output_1_27,output_1_28,output_1_29,output_1_30,output_1_31,output_1_32,output_1_33,output_1_34,output_1_35,output_1_36,output_1_37,output_1_38,output_1_39,output_1_40,output_1_41,output_1_42,output_1_43,output_1_44,output_1_45,output_1_46,output_1_47,output_1_48,output_1_49,output_1_50,output_1_51,output_1_52,output_1_53,output_1_54,output_1_55,output_1_56,output_1_57,output_1_58,output_1_59,output_1_60,output_1_61,output_1_62,output_1_63
TR_3796.csv,6,6,-0.40101916,0.7241129,-0.19551374,-0.6269066,-0.30996293,0.7502317,0.23780482,-0.91027623,0.38582298,0.08840151,-0.5641057,-0.49115402,0.5950253,-0.68374455,0.64728236,-0.95718795,0.6951736,0.2026162,-0.5095152,0.30480152,-0.9721019,-0.69808435,0.53637487,0.63746655,0.48436904,-0.72155243,0.506283,0.6394682,-0.5206088,-0.47511148,0.1629407,0.6016126,-0.8530093,-0.6407047,-0.09886599,0.6759438,0.82881993,0.9053729,-0.29756257,-0.6326954,0.96213615,0.37088767,-0.8498085,0.9654332,-0.13462925,-0.9372804,-0.3659743,0.66063476,0.835418,0.80400366,-0.06959053,-0.4342606,-0.1393212,0.94513226,-0.08022792,-0.3488269,-0.7291759,0.43902534,0.334301,0.7748163,-0.114657596,0.46990305,0.25920448,0.8330112,0.6510281,-0.868712,-0.32546923,0.8207881,0.75910485,0.2579184,0.0376056,-0.58809954,-0.6727602,0.2695163,-0.8307725,-0.61791074,-0.47394156,0.122451104,-0.88095963,-0.50069416,-0.5195305,-0.89664686,-0.46358183,0.96833926,-0.626878,0.9208662,-0.84493446,-0.81214005,-0.40327534,0.7806788,-0.7150832,0.91873294,0.7191703,0.9195899,0.88942105,-0.67000115,0.5776665,0.7119192,-0.09870691,0.05405824,-0.04774463,-0.8989961,0.8755206,-0.83789915,0.19913638,0.7096912,0.1713896,0.9300588,-0.59681857,0.9271346,0.8701048,-0.7263313,0.8493275,-0.6744948,-0.2558949,-0.79168963,-0.88033867,0.86758363,0.89989394,-0.95492166,-0.41702056,0.9258927,0.32689664,-0.007708283,0.15366164,-0.411832,-0.9469523,0.94756806
TR_3806.csv,7,5,-0.86818033,0.96520406,-0.94329923,-0.94639355,-0.15306315,0.9619664,-0.06492636,-0.9888641,-0.3522968,0.8151188,-0.92233557,-0.17363064,0.3075057,-0.54499084,0.9637505,-0.9954354,0.4664974,0.59592426,-0.9549742,0.6936832,-0.9943168,-0.92551136,0.9769963,0.97674096,0.11494849,-0.5787258,0.9332401,0.9740125,-0.9733659,0.040126268,-0.5896242,0.2287209,-0.86105406,-0.9415516,0.26705974,0.97346634,0.981351,0.973171,-0.8423077,-0.9608994,0.99762106,0.91331756,-0.9532766,0.99404067,0.15197694,-0.9833926,-0.2373179,0.9757229,0.8235193,0.9937299,0.27526793,-0.8988571,-0.102148116,0.9868139,0.46130642,0.7805604,-0.08346416,0.5776478,0.6593828,0.8983935,-0.95128167,0.21804784,0.9059941,0.94214875,0.48969573,-0.77372825,-0.5243889,0.8145545,0.8622124,0.077401094,0.26533535,-0.33285302,0.03246941,0.5906308,-0.7877101,-0.25310612,-0.3572301,-0.05146861,-0.76049477,-0.27599886,-0.58886033,-0.8175189,-0.40068403,0.9526414,-0.68647045,0.72198504,-0.85533124,-0.57272625,0.0127839,0.3794825,-0.8443229,0.8602597,0.5464874,0.65318185,0.8550444,-0.6727651,0.50271493,0.03881932,0.4023996,-0.7252725,-0.3275678,-0.8161688,0.7836604,-0.7327963,0.2536146,0.8399742,-0.08744834,0.88390404,-0.49195716,0.8052988,0.59503466,-0.5721884,0.51275605,-0.34011635,-0.2974695,-0.71305645,-0.8284464,0.85299796,0.5108428,-0.9033185,-0.6995702,0.87877506,0.33366284,-0.182227,-0.32733482,-0.060887795,-0.8360194,0.96147597
TR_3016.csv,8,6,-0.488361,0.9777658,-0.92824167,-0.91807216,0.11078031,0.9206455,0.36247075,-0.9800225,-0.753293,0.8589548,-0.9599589,0.17940332,0.46375367,0.47222212,0.98140544,-0.9881226,0.7782208,0.39661968,-0.95992774,0.583425,-0.99037176,-0.96235573,0.876543,0.9694376,-0.5355194,-0.17346396,0.98169434,0.9005948,-0.9617277,0.26785213,-0.52138656,0.54258424,-0.85461324,-0.9106861,0.11714643,0.9694559,0.970097,0.9652271,-0.9236771,-0.89799595,0.99827373,0.86425763,-0.7693603,0.99719936,0.4586522,-0.965042,0.01582114,0.8920008,0.92812437,0.9922999,-0.41061527,-0.9178531,-0.36256918,0.9822969,0.42405787,0.83851665,-0.49993965,0.38712135,0.72723323,0.8329631,-0.9232656,0.73733956,0.8962501,0.88563555,0.6429419,-0.8148232,-0.40527913,0.78772765,0.9058744,0.54278487,-0.03968925,-0.82893515,-0.36182976,0.7246872,-0.91407335,-0.7345543,-0.05016873,0.07578097,-0.786724,-0.6121681,-0.2427141,-0.75415653,0.45383853,0.97910196,-0.8773568,0.5812684,-0.94851995,-0.8107778,-0.13375495,0.7894624,-0.94942784,0.7845047,0.75585425,0.8615453,0.91956836,-0.77736276,0.7847727,0.46765396,-0.2574977,-0.31936276,-0.23983622,-0.78725207,0.76486886,-0.797014,0.8621352,0.58034533,0.4535177,0.87646323,-0.7176187,0.86641574,0.57496583,-0.6529037,0.5372002,-0.36743316,0.12344581,-0.83224535,-0.7509226,0.84486216,0.7538319,-0.96198016,-0.4009789,0.9794305,0.3134262,-0.648492,-0.13163853,-0.46695867,-0.942843,0.940907
TR_3022.csv,2,5,0.46740773,-0.5178224,0.88155305,0.92331344,-0.9267403,-0.08108613,0.61680436,-0.5524653,0.8762017,-0.82495433,0.43336922,-0.7058934,0.6974241,-0.8747705,-0.57339,-0.9657239,0.8692722,-0.5532458,0.82447094,-0.13187355,-0.7757686,0.015433803,-0.8001222,-0.4134502,0.93561655,-0.97868085,-0.7384075,-0.8583992,0.84622014,-0.37128955,0.71589255,0.8227065,-0.67982095,0.70166403,-0.3807726,0.21725237,-0.48966593,0.5534168,0.70136994,0.8532738,0.89798945,-0.55655503,-0.002447656,0.9341563,-0.43496767,-0.82224035,-0.8673461,0.11469086,0.8653569,-0.23631811,-0.30573308,0.38925552,-0.56142056,0.95245445,-0.6841376,-0.974992,-0.8958036,0.25381702,-0.45943433,0.51318663,0.9594821,0.47204125,-0.64293593,0.3375669,0.86511785,-0.91428703,-0.04540021,0.8897299,0.9274079,0.69023365,-0.27426168,-0.8416705,-0.7794611,0.69025344,-0.9029402,-0.7969091,0.15510198,0.21933816,-0.8392373,-0.474657,0.20930018,-0.75018656,0.56010604,0.98610854,-0.8949246,0.64145976,-0.9542978,-0.9024845,-0.54605764,0.8751485,-0.8946809,0.81025064,0.88093185,0.9604797,0.8569569,-0.7956629,0.740918,0.8043141,-0.4172501,0.33784446,0.30756742,-0.88819265,0.9065007,-0.85310674,0.7843146,0.20167783,0.52825326,0.8617688,-0.72383523,0.9053298,0.8189289,-0.8617448,0.7403644,-0.7400879,0.3755054,-0.88152784,-0.72014934,0.8006539,0.8956381,-0.97975886,-0.080766894,0.990406,0.1317456,-0.76996493,0.42351392,-0.77697057,-0.9792715,0.9303344
TR_3538.csv,7,5,-0.66256154,0.9584295,-0.88587123,-0.918119,-0.08688766,0.89353114,0.39504063,-0.980894,-0.43375996,0.7974921,-0.87768346,-0.027493427,0.4933441,-0.27303028,0.9423737,-0.9921,0.7858101,0.4324829,-0.88492644,0.71581435,-0.9947246,-0.84873414,0.89168876,0.9362906,-0.14763626,-0.37768263,0.88781387,0.9243333,-0.947122,-0.15071858,-0.21868423,0.5109804,-0.86936843,-0.8667069,0.20036066,0.9270431,0.94360834,0.9664213,-0.79919183,-0.8541059,0.99652296,0.78001094,-0.8989576,0.99400306,0.21950202,-0.97834176,-0.23999724,0.92966104,0.85867953,0.9746058,-0.08881285,-0.9048488,-0.44258508,0.9848355,0.19906458,0.5852812,-0.47255093,0.47144175,0.39928743,0.8860866,-0.9165634,0.55374664,0.77839607,0.91572946,-0.91473246,0.4811272,-0.5641362,0.102022134,-0.56415725,-0.6040861,0.59968525,0.9734718,0.9210081,-0.69248307,0.8713416,0.75284374,-0.93879426,-0.8882486,-0.46611732,0.34319967,-0.9667341,0.74214864,-0.9169796,-0.62144053,0.9658188,0.30593544,0.61693305,0.9187045,0.60460687,-0.7768013,0.7764132,0.47951043,-0.95348006,-0.90108865,-0.24454385,0.87295526,-0.8122291,-0.85254395,0.9953114,-0.96506053,-0.95432454,0.9518825,-0.0051120585,0.9583371,-0.88782007,0.769105,-0.68903345,-0.6275547,0.93540454,-0.7207878,-0.080879726,0.6875466,-0.55575216,0.96021044,-0.9427847,0.87816995,0.06781727,0.40050858,-0.9339806,0.72128004,-0.95864993,-0.9539757,0.8984452,0.7105869,-0.62475026,0.98915803,0.7691657,0.66588086
TR_3544.csv,9,4,-0.8892198,0.9125142,-0.93547523,-0.9573018,0.059690848,0.97551125,-0.099361226,-0.9854524,-0.5180658,0.8723039,-0.95836353,0.02187275,0.21148764,-0.35021853,0.96156126,-0.9948214,0.39556804,0.6234764,-0.9772263,0.74130535,-0.9955733,-0.9350283,0.9669765,0.9831699,-0.25851023,-0.44088984,0.94178724,0.9666709,-0.9818548,-0.086618945,-0.6331555,0.14614575,-0.8875029,-0.9672664,-0.10991608,0.9720684,0.9834115,0.9721154,-0.84359896,-0.96788186,0.9917602,0.9104028,-0.9776061,0.9824633,0.34002608,-0.9835615,0.06636738,0.9841701,0.6189225,0.9952142,0.08642856,-0.9399528,-0.12847781,0.97695917,0.63910997,0.7973018,-0.14354128,0.6102798,0.664107,0.8925765,-0.93856823,0.15247646,0.87421846,0.9569122,-0.74171644,0.4207587,-0.344799,-0.3632784,-0.76418304,-0.40699947,0.44367057,0.83882797,0.70949256,-0.6475361,0.6526238,0.26723418,-0.79817414,-0.70269424,-0.25452513,0.54298025,-0.84313595,0.32085383,-0.6744759,-0.76623076,0.9085615,0.2076595,0.3203201,0.770563,0.48301494,-0.6210636,0.8144792,0.245669,-0.86867154,-0.79723656,-0.09273548,0.7012046,-0.33049512,-0.22879243,0.90019274,-0.74961245,-0.8952753,0.9285833,-0.06862976,0.9079118,-0.6568446,0.55788463,-0.15695871,-0.69791263,0.71530837,-0.49252078,-0.20934165,0.6869007,-0.41915312,0.92692184,-0.7354876,0.86592805,-0.07621594,0.060676068,-0.79633945,0.32967645,-0.78729385,-0.6865392,0.8172646,0.7193709,-0.58441263,0.91696775,0.37006387,0.2696105
TR_2736.csv,1,6,0.8891699,-0.26836863,0.93480957,0.93558496,-0.8610456,-0.21473491,0.7142689,-0.3822381,0.8726534,-0.8443537,0.771019,-0.87765026,0.7744663,-0.95849705,-0.9155431,-0.72820836,0.9512451,-0.7641326,0.9498442,-0.69220555,-0.65907866,0.63775516,-0.9862143,-0.8238771,0.781521,-0.87124026,-0.966175,-0.86502135,0.9387101,-0.79667026,0.754163,0.5664016,-0.6441934,0.8072612,-0.820954,-0.7438636,-0.9661616,0.3454848,0.9554607,0.98209995,0.8716372,-0.5685115,0.10835479,0.8714194,0.07377135,-0.66337544,-0.8431521,-0.65912974,0.964734,-0.6843216,-0.8031115,0.5698085,-0.8328859,0.86160535,-0.94382656,-0.9816885,-0.92251474,0.22213584,-0.8128657,0.83332145,0.97513306,0.82216406,-0.9309501,0.43161258,0.8955765,-0.8701121,-0.47943184,0.6978261,0.9136007,0.72404516,0.40059307,-0.62863654,-0.8936573,0.40336058,-0.8626163,0.09574429,0.3394433,0.06836352,-0.96256995,-0.63281095,-0.22765957,-0.64092815,-0.6136023,0.9772866,-0.7255738,0.9205448,-0.86686045,-0.9381555,-0.7425391,0.5966762,-0.869099,0.7385363,0.55008274,0.9100326,0.8780195,-0.8043225,0.35469404,0.28033453,-0.23025554,-0.17153303,-0.012745231,-0.91996086,0.91158956,-0.85143167,0.15692407,0.876775,-0.11770015,0.97060823,-0.47732064,0.93595934,0.8251286,-0.79380023,0.7810384,-0.7843808,0.25464454,-0.9574588,-0.9594525,0.89702374,0.49256623,-0.95752984,-0.6215231,0.9499948,0.11606306,0.046709634,0.49693403,-0.33542186,-0.9426585,0.8913187
TR_3800.csv,8,7,-0.9120398,0.9656071,-0.9562068,-0.941314,-0.10602101,0.97141194,-0.25278723,-0.99034154,-0.4256607,0.8904302,-0.9316545,-0.19841978,0.30437526,-0.4543556,0.96738774,-0.9963665,0.4339614,0.6651665,-0.96433216,0.67904335,-0.9937305,-0.9352113,0.9886327,0.98634034,-0.11469956,-0.5505361,0.9619796,0.9770039,-0.9850979,0.09975399,-0.62160987,0.17624125,-0.8836346,-0.9656968,0.24805781,0.9824317,0.98444176,0.9824611,-0.86004186,-0.9619452,0.9936201,0.93163663,-0.96940625,0.9912437,0.15623783,-0.9864266,-0.2576596,0.9855388,0.7877188,0.9957079,0.22639671,-0.93092215,0.015401322,0.9877049,0.59435034,0.8406305,0.005908543,0.54848444,0.7759756,0.9101323,-0.96035403,0.14562254,0.941942,0.9653256,0.8013776,-0.93825746,-0.3914261,0.92045075,0.92419356,0.5751148,-0.2466452,-0.83572006,-0.72300386,0.5777082,-0.9712872,-0.80172145,-0.19806069,0.24230087,-0.9436547,-0.5223583,-0.48369098,-0.84813553,-0.00871763,0.9909972,-0.8974302,0.8745875,-0.975589,-0.8966404,-0.29278412,0.8512722,-0.947948,0.92750627,0.827763,0.96463406,0.96542627,-0.8759653,0.8288823,0.8058393,-0.17604241,0.071894,0.07018863,-0.9237212,0.85129595,-0.87465507,0.7173226,0.7890768,0.5017571,0.92592216,-0.81697226,0.96404403,0.9130167,-0.8494804,0.8932728,-0.7058494,0.123730935,-0.88623327,-0.92989105,0.9246738,0.8683542,-0.98169935,-0.40484744,0.9874204,0.37048492,-0.5820483,0.013930405,-0.5604541,-0.9592109,0.9737611
TR_3392.csv,6,4,0.5915385,-0.7733544,0.5984388,0.46375385,-0.84149694,-0.6356479,-0.108009554,0.82149845,0.1380104,-0.55367893,0.15861115,0.49688202,-0.6993097,0.5277867,0.07528571,0.9054024,-0.85444456,-0.46410072,-0.019873265,-0.77754295,0.9127774,-0.10010283,-0.7669297,-0.13874018,0.45644087,-0.6099685,0.4140978,-0.9061902,0.53029424,0.529727,0.047222853,0.350518,0.13353966,0.36865583,-0.23274384,-0.2788749,-0.079218686,-0.80436444,0.43783766,-0.20962122,-0.9139182,-0.45146036,0.6112483,-0.9496746,-0.41035375,0.8930655,0.06993531,-0.61580265,-0.907026,-0.65215576,0.61585826,0.3845241,0.3124905,-0.8572918,-0.1434065,-0.19664538,-0.2547475,-0.5205008,0.4349431,-0.8551585,0.8580719,0.026075754,-0.4524511,-0.8301832,-0.7729753,0.14029908,-0.3864831,0.12599275,-0.592212,-0.60018164,0.61926866,0.94821894,0.77931434,-0.65016586,0.8976645,0.7431692,-0.895933,-0.84412116,-0.10679008,0.82262874,-0.82532257,0.56973964,-0.810024,-0.65749,0.953162,0.20870216,0.6325305,0.87838966,0.51263267,-0.9334892,0.9334001,0.3349192,-0.9196881,-0.8814286,-0.58797544,0.8909498,-0.76047826,-0.5760023,0.9709071,-0.8533148,-0.6998016,0.94401544,0.31991822,0.9427888,-0.91155094,0.09280906,-0.6728783,-0.7698478,0.80616754,-0.6678291,-0.3846419,0.70266443,-0.5964506,0.9312761,-0.87834024,0.84362024,-0.07846887,0.17682616,-0.92397064,0.5686675,-0.7670513,-0.7304078,0.57888687,0.7503343,-0.66566896,0.9795815,0.69393706,-0.17909454
TR_3400.csv,7,4,-0.7583573,0.9057952,-0.7857481,-0.88951653,-0.2526626,0.90501326,0.08585115,-0.97794026,0.013392865,0.50975317,-0.82958776,-0.2737372,0.46269932,-0.5356679,0.90475017,-0.99485946,0.63898486,0.44902027,-0.8991067,0.5354644,-0.9923399,-0.8558653,0.9106296,0.92808074,0.3542289,-0.7462822,0.88348454,0.89175695,-0.91413736,-0.3389033,-0.20220043,0.50239956,-0.87018275,-0.88997173,0.1135249,0.93660134,0.966274,0.9679312,-0.69701695,-0.91284525,0.9939341,0.7530946,-0.9335156,0.99117607,-0.13085553,-0.974585,-0.3261105,0.9151185,0.7619427,0.9731141,0.11712984,-0.8184448,-0.22799557,0.9817214,0.319214,0.23118533,-0.58280057,0.498383,0.44200486,0.8654808,-0.7339494,0.32638487,0.73910224,0.915361,-0.944243,0.83051187,-0.433027,-0.67081064,-0.94554615,-0.7625133,0.6710773,0.99248815,0.97011274,-0.8695877,0.9767114,0.8738833,-0.9737227,-0.88087755,-0.30584463,0.60031664,-0.9875558,0.6001143,-0.9738463,-0.92577446,0.99585027,0.3574389,0.8779816,0.9902542,0.74759233,-0.9435155,0.96829134,0.25543058,-0.9878957,-0.98712915,-0.43366733,0.94879395,-0.7566838,-0.8165963,0.9964433,-0.9795889,-0.98814654,0.99504817,-0.18337649,0.9874443,-0.9658598,0.78453976,-0.8416677,-0.7930462,0.9849983,-0.8886645,-0.29581463,0.9173122,-0.8531838,0.9961205,-0.974125,0.9850088,0.22559062,0.2110062,-0.9817679,0.7201687,-0.97680193,-0.96656215,0.8840788,0.961248,-0.86544436,0.9981204,0.8633242,0.14403501
